Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThirdSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotBathrooms,HouseAge,Remodeled,IsNew,NeighRich,Haspool,Has2ndfloor,Hasgarage,Hasbsmt,Hasfireplace,TotalSqFeet,TotalPorchSF
2710,20,RL,72.0,8789,Pave,None,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,CBlock,2,3,2,3,659.0,1,0.0,253.0,912.0,GasA,20,Y,SBrkr,941,0,0,941,0.0,0.0,1,0,3,1,2,6,7,1,1,Attchd,1967.0,1,1.0,288.0,3,3,20,64,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,,1.0,39,0,0,1,0,0,1,1,1,1853.0,0
2711,80,RL,100.0,14330,Pave,None,1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,4,1974,1974,Gable,CompShg,WdShing,Wd Sdng,1,145.0,3,1,CBlock,3,3,4,5,1023.0,4,497.0,228.0,1748.0,GasA,80,Y,SBrkr,2151,495,0,2646,1.0,2.0,2,0,3,1,3,9,4,4,3,Attchd,1974.0,2,2.0,550.0,3,3,80,641,100,0,0,0,800,3,GdPrv,None,0,1,2006,WD,Normal,,4.0,32,0,0,1,1,1,1,1,1,4394.0,100
2712,60,RL,105.0,11025,Pave,None,0,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,1,692.0,3,2,PConc,4,3,4,6,1118.0,1,0.0,216.0,1334.0,GasA,60,Y,SBrkr,1520,1306,0,2826,1.0,0.0,2,1,3,1,3,9,7,3,3,Attchd,1992.0,2,3.0,888.0,3,3,60,177,208,186,0,0,0,0,None,None,0,10,2006,WD,Normal,,3.5,14,1,0,2,0,1,1,1,1,4160.0,394
2713,120,FV,34.0,3628,Pave,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,1143.0,1143.0,GasA,120,Y,SBrkr,1143,0,0,1143,0.0,0.0,1,1,1,1,3,5,7,1,4,Attchd,2004.0,2,2.0,588.0,3,3,120,0,191,0,0,0,0,0,None,None,0,5,2006,WD,Normal,,1.5,2,0,0,1,0,0,1,1,1,2286.0,191
2714,160,FV,24.0,2544,Pave,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,600.0,600.0,GasA,160,Y,SBrkr,520,623,80,1223,0.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2005.0,2,2.0,480.0,3,3,160,0,166,0,0,0,0,0,None,None,0,7,2006,WD,Normal,,2.5,1,0,0,1,0,1,1,1,0,1823.0,166
2715,160,FV,72.5,2998,Pave,None,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,1,513.0,3,2,PConc,3,3,1,6,353.0,1,0.0,403.0,756.0,GasA,160,Y,SBrkr,768,756,0,1524,0.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2000.0,1,2.0,440.0,3,3,160,0,32,0,0,0,0,0,None,None,0,6,2006,WD,Normal,,2.5,6,0,0,1,0,1,1,1,0,2280.0,32
2716,160,FV,72.5,4447,Pave,None,1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,530.0,530.0,GasA,160,Y,SBrkr,530,550,0,1080,0.0,0.0,2,1,2,1,3,4,7,0,0,Attchd,2003.0,2,2.0,496.0,3,3,160,0,50,0,0,0,0,0,None,None,0,7,2006,WD,Normal,,2.5,3,0,0,1,0,1,1,1,0,1610.0,50
2717,60,FV,114.0,8314,Pave,Pave,1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,569.0,569.0,GasA,60,Y,SBrkr,854,840,0,1694,0.0,0.0,2,1,3,1,3,6,7,1,3,BuiltIn,1997.0,1,1.0,434.0,3,3,60,0,382,0,0,110,0,0,GdPrv,None,0,11,2006,WD,Normal,,2.5,9,1,0,1,0,1,1,1,1,2263.0,492
2718,20,FV,60.0,7180,Pave,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,1568.0,1568.0,GasA,20,Y,SBrkr,1568,0,0,1568,0.0,0.0,2,0,3,1,3,6,7,1,3,Attchd,2001.0,2,2.0,564.0,3,3,20,0,266,0,0,0,0,0,None,None,0,9,2006,WD,Normal,,2.0,5,1,0,1,0,0,1,1,1,3136.0,266
2719,190,RL,79.0,13110,Pave,None,1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gable,CompShg,Plywood,Plywood,1,144.0,2,2,CBlock,3,3,1,6,962.0,1,0.0,191.0,1153.0,GasA,190,Y,SBrkr,1193,0,0,1193,1.0,0.0,2,0,2,1,2,6,7,0,0,Attchd,1972.0,3,2.0,501.0,3,3,190,140,153,0,0,0,0,0,MnPrv,None,0,7,2006,WD,Normal,,3.0,34,0,0,1,0,0,1,1,0,2346.0,153
2720,20,RL,78.0,10140,Pave,None,0,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,1,264.0,2,2,CBlock,2,3,1,4,553.0,2,68.0,713.0,1334.0,GasA,20,Y,SBrkr,1334,0,0,1334,1.0,0.0,2,0,3,1,2,7,7,0,0,Attchd,1967.0,2,2.0,477.0,3,3,20,0,20,35,0,264,0,0,None,None,0,4,2006,WD,Normal,,3.0,39,0,0,1,0,0,1,1,0,2668.0,319
2721,20,RL,80.0,9600,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,5,758.0,1,0.0,293.0,1051.0,GasA,20,Y,SBrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1968.0,2,2.0,504.0,3,3,20,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,,2.0,38,0,0,1,0,0,1,1,0,2102.0,0
2722,60,RL,72.0,8640,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,1,300.0,2,2,CBlock,3,2,2,5,361.0,3,483.0,56.0,900.0,GasA,60,Y,SBrkr,884,886,0,1770,1.0,0.0,1,1,4,1,2,7,7,0,0,Attchd,1968.0,2,2.0,530.0,3,3,60,0,60,0,0,270,0,0,None,Shed,455,6,2006,WD,Normal,,2.5,38,0,0,1,0,1,1,1,0,2670.0,330
2723,20,RL,78.0,9360,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,1,203.0,2,2,CBlock,2,3,3,5,760.0,1,0.0,216.0,976.0,GasA,20,Y,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,3,4,7,1,2,Attchd,1968.0,2,2.0,504.0,3,3,20,94,0,0,0,0,0,0,None,None,0,8,2006,WD,Abnorml,,2.0,38,1,0,1,0,0,1,1,1,1952.0,0
2724,85,RL,70.0,8400,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,3,3,4,6,744.0,1,0.0,89.0,833.0,GasA,85,Y,SBrkr,898,0,0,898,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1968.0,2,1.0,326.0,3,3,85,143,0,0,0,0,0,0,None,None,0,8,2006,WD,Normal,,2.0,38,0,0,1,0,0,1,1,0,1731.0,0
2725,20,RL,73.0,9759,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,Plywood,Plywood,0,0.0,2,2,CBlock,2,3,1,4,799.0,1,0.0,252.0,1051.0,GasA,20,Y,SBrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1966.0,2,1.0,264.0,3,3,20,182,88,0,0,0,0,0,None,None,0,3,2006,WD,Normal,,2.0,40,0,0,1,0,0,1,1,0,2102.0,88
2726,80,RL,80.0,9600,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,1,140.0,2,2,PConc,2,3,3,5,602.0,3,402.0,137.0,1141.0,GasA,80,Y,SBrkr,1141,0,0,1141,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1967.0,1,1.0,568.0,3,3,80,0,78,0,0,0,0,0,None,None,0,7,2006,WD,Normal,,2.0,39,0,0,1,0,0,1,1,0,2282.0,78
2727,190,RL,80.0,8800,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,0,0.0,2,3,PConc,2,3,2,5,901.0,4,252.0,34.0,1187.0,GasA,190,Y,SBrkr,1565,0,0,1565,1.0,0.0,2,0,3,1,3,7,6,2,3,Attchd,1965.0,2,1.0,299.0,3,3,190,200,25,211,0,0,0,0,MnPrv,Shed,460,6,2006,WD,Abnorml,,3.0,41,1,0,1,0,0,1,1,1,2752.0,236
2728,20,RL,73.0,10368,Pave,None,1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,1,112.0,2,2,CBlock,2,3,1,5,260.0,2,748.0,0.0,1008.0,GasA,20,Y,SBrkr,1488,0,0,1488,1.0,0.0,1,1,3,1,2,7,7,1,4,Attchd,1964.0,3,2.0,430.0,3,3,20,154,60,0,0,0,0,0,None,None,0,4,2006,WD,Normal,,2.5,42,0,0,1,0,0,1,1,1,2496.0,60
2729,60,RL,85.0,9350,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,5,360.0,1,0.0,360.0,720.0,GasA,60,Y,SBrkr,720,720,0,1440,0.0,0.0,1,1,4,1,2,7,7,1,1,Attchd,1964.0,3,2.0,480.0,3,3,60,0,32,240,0,0,0,0,None,None,0,7,2006,WD,Normal,,1.5,42,0,0,1,0,1,1,1,1,2160.0,272
2730,20,RL,80.0,10800,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,1,88.0,2,2,CBlock,2,3,1,5,632.0,1,0.0,616.0,1248.0,GasA,20,Y,SBrkr,1248,0,0,1248,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1960.0,1,1.0,286.0,3,3,20,0,0,0,0,0,0,0,MnPrv,None,0,5,2006,WD,Normal,,2.0,46,0,0,1,0,0,1,1,0,2496.0,0
2731,30,RL,60.0,8550,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,4,574.0,1,0.0,242.0,816.0,GasA,30,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,2,4,7,1,2,Attchd,1949.0,1,1.0,240.0,3,3,30,228,0,40,0,0,0,0,MnPrv,None,0,7,2006,WD,Normal,,2.0,72,1,0,1,0,0,1,1,1,1632.0,40
2732,20,RL,68.0,9724,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,938.0,938.0,GasA,20,Y,SBrkr,1043,0,0,1043,0.0,0.0,1,0,2,1,2,5,7,1,4,Detchd,1947.0,1,1.0,273.0,3,3,20,125,48,0,0,0,0,0,GdWo,None,0,5,2006,WD,Normal,,1.0,59,1,0,1,0,0,1,1,1,1981.0,48
2733,20,RL,80.0,9600,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,0,0.0,2,2,CBlock,2,3,2,4,915.0,1,0.0,336.0,1251.0,GasA,20,Y,SBrkr,1433,0,0,1433,1.0,0.0,1,0,3,1,2,7,6,1,4,Attchd,1961.0,1,2.0,441.0,3,3,20,144,0,205,0,0,0,0,None,None,0,6,2006,WD,Normal,,2.0,45,1,0,1,0,0,1,1,1,2684.0,205
2734,20,RL,89.0,10858,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,2,150.0,2,3,CBlock,2,3,2,2,40.0,1,0.0,1404.0,1444.0,GasA,20,Y,SBrkr,1624,0,0,1624,1.0,0.0,1,0,2,1,2,6,6,1,4,Attchd,1952.0,2,1.0,240.0,3,3,20,0,40,324,0,0,0,0,MnPrv,None,0,7,2006,WD,Partial,,2.0,54,0,0,1,0,0,1,1,1,3068.0,364
2735,20,RL,80.0,9600,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,2,144.0,2,2,CBlock,2,3,1,5,996.0,1,0.0,60.0,1056.0,GasA,20,Y,FuseA,1216,0,0,1216,1.0,0.0,1,0,3,1,2,7,7,0,0,Attchd,1951.0,2,1.0,280.0,3,3,20,0,0,0,0,0,0,0,None,None,0,5,2006,WD,Normal,,2.0,55,0,0,1,0,0,1,1,0,2272.0,0
2736,60,RL,79.0,9462,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1949,1973,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,704.0,704.0,GasA,60,Y,FuseA,1024,704,0,1728,0.0,0.0,1,1,3,1,2,7,6,1,4,Attchd,1949.0,1,1.0,234.0,3,3,60,245,60,0,0,0,0,0,MnPrv,None,0,7,2006,WD,Normal,,1.5,57,1,0,1,0,1,1,1,1,2432.0,60
2737,20,RL,82.0,9888,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,3,CBlock,2,3,1,4,486.0,1,0.0,450.0,936.0,GasA,20,Y,FuseA,936,0,0,936,0.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1954.0,1,1.0,240.0,3,3,20,0,0,160,0,0,0,0,MnPrv,None,0,3,2006,WD,Normal,,1.0,52,1,0,1,0,0,1,1,0,1872.0,160
2738,90,RL,73.0,8917,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,1584.0,1584.0,GasA,90,Y,SBrkr,1584,0,0,1584,0.0,0.0,2,0,4,2,2,8,7,0,0,Detchd,1967.0,1,2.0,506.0,3,3,90,0,0,0,0,0,0,0,None,None,0,10,2006,WD,Normal,,2.0,39,0,0,1,0,0,1,1,0,3168.0,0
2739,80,RL,73.0,12700,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,5,939.0,1,0.0,307.0,1246.0,GasA,80,Y,SBrkr,1246,0,0,1246,1.0,0.0,1,0,3,1,2,6,7,2,4,Attchd,1964.0,2,2.0,441.0,3,3,80,0,69,0,0,0,0,0,None,None,0,11,2006,WD,Normal,,2.0,42,0,0,1,0,0,1,1,1,2492.0,69
2740,20,RL,109.0,9723,Pave,None,1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,1,332.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,1008.0,1008.0,GasA,20,Y,SBrkr,1008,0,0,1008,0.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1963.0,2,2.0,430.0,3,3,20,0,0,0,0,0,0,0,None,None,0,10,2006,WD,Normal,,1.0,43,0,0,1,0,0,1,1,0,2016.0,0
2741,20,RL,70.0,8400,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,0,0.0,2,2,CBlock,1,3,2,4,623.0,1,0.0,556.0,1179.0,GasA,20,Y,SBrkr,1364,0,0,1364,0.0,0.0,1,1,3,1,2,6,7,1,4,Attchd,1957.0,2,1.0,331.0,3,3,20,0,60,0,0,0,0,0,GdPrv,None,0,3,2006,WD,Normal,,1.5,49,0,0,1,0,0,1,1,1,2543.0,60
2742,20,RL,73.0,9610,Pave,None,1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,1,632.0,2,2,CBlock,2,3,1,3,203.0,1,0.0,918.0,1121.0,GasA,20,Y,FuseA,1336,0,0,1336,0.0,0.0,1,1,3,1,2,7,7,1,3,Attchd,1958.0,2,2.0,488.0,3,3,20,80,0,0,0,0,0,0,None,None,0,12,2006,WD,Normal,,1.5,48,0,0,1,0,0,1,1,1,2457.0,0
2743,80,RL,125.0,10000,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,1,272.0,2,2,CBlock,2,3,3,4,678.0,3,281.0,99.0,1058.0,GasA,80,Y,SBrkr,1370,0,0,1370,1.0,0.0,1,0,3,1,2,6,7,1,3,Basment,1956.0,2,1.0,300.0,3,3,80,191,0,0,0,120,0,0,MnPrv,None,0,2,2006,WD,Normal,,2.0,50,0,0,1,0,0,1,1,1,2428.0,120
2744,20,RL,72.0,10152,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,CBlock,2,3,3,4,914.0,1,0.0,210.0,1124.0,GasA,20,Y,SBrkr,1124,0,0,1124,1.0,0.0,1,0,3,1,2,6,7,1,3,Attchd,1956.0,3,1.0,353.0,3,3,20,0,211,180,0,142,0,0,None,None,0,5,2006,WD,Normal,,2.0,50,1,0,1,0,0,1,1,1,2248.0,533
2745,20,RL,70.0,8092,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,1,176.0,2,3,CBlock,2,3,1,5,824.0,1,0.0,226.0,1050.0,GasA,20,Y,SBrkr,1050,0,0,1050,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1954.0,2,1.0,286.0,3,3,20,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Abnorml,,2.0,52,1,0,1,0,0,1,1,0,2100.0,0
2746,20,RL,66.0,12778,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,6,658.0,1,0.0,350.0,1008.0,GasA,20,Y,FuseA,1008,0,0,1008,1.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1952.0,2,1.0,280.0,3,3,20,0,154,0,0,0,0,0,MnPrv,None,0,1,2006,WD,Normal,,2.0,54,1,0,1,0,0,1,1,0,2016.0,154
2747,20,RL,75.0,10170,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,1,522.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,216.0,216.0,GasA,20,Y,SBrkr,1575,0,0,1575,0.0,0.0,1,1,2,1,3,5,7,1,4,Attchd,1951.0,1,2.0,400.0,3,3,20,0,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,,1.5,55,0,0,1,0,0,1,1,1,1791.0,0
2748,80,RL,55.0,7700,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,CBlock,3,3,1,4,271.0,1,0.0,30.0,301.0,GasA,80,Y,FuseA,1145,0,0,1145,0.0,0.0,1,0,3,1,2,6,5,0,0,Detchd,1993.0,1,2.0,684.0,3,3,80,0,0,0,0,0,0,0,GdWo,None,0,9,2006,WD,Normal,,1.0,50,0,0,1,0,0,1,1,0,1446.0,0
2749,20,RL,65.0,11050,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,CBlock,2,3,1,2,488.0,1,0.0,517.0,1005.0,GasA,20,Y,SBrkr,1005,0,0,1005,0.0,0.0,1,0,2,1,2,6,7,1,3,Attchd,1956.0,1,1.0,319.0,3,3,20,0,0,0,0,288,0,0,None,None,0,7,2006,WD,Normal,,1.0,50,0,0,1,0,0,1,1,1,2010.0,288
2750,20,RL,80.0,13600,Pave,None,0,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,3,144.0,4,912.0,0.0,1056.0,GasA,20,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1955.0,3,1.0,300.0,3,3,20,0,0,0,0,0,0,0,MnPrv,Shed,650,11,2006,WD,Normal,,2.5,51,0,0,1,0,0,1,1,0,2112.0,0
2751,20,RL,85.0,15428,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,3,741.0,1,0.0,143.0,884.0,GasA,20,Y,SBrkr,884,0,0,884,1.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1951.0,3,1.0,270.0,3,3,20,0,0,0,0,195,0,0,None,None,0,6,2006,WD,Normal,,2.0,55,1,0,1,0,0,1,1,0,1768.0,195
2752,30,RL,118.0,21299,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,0,0.0,3,2,CBlock,2,3,1,1,0.0,1,0.0,929.0,929.0,GasA,30,Y,SBrkr,2039,0,0,2039,1.0,0.0,1,1,3,1,2,7,6,3,4,2Types,1941.0,1,3.0,791.0,3,3,30,0,0,90,0,0,0,0,None,None,0,12,2006,COD,Abnorml,,2.5,65,1,0,1,0,0,1,1,1,2968.0,90
2753,20,RL,70.0,13300,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,0,0.0,2,2,CBlock,2,3,1,3,494.0,1,0.0,521.0,1015.0,GasA,20,Y,SBrkr,1384,0,0,1384,1.0,0.0,1,0,2,1,2,6,6,0,0,Attchd,2001.0,1,2.0,896.0,3,3,20,75,0,0,323,0,0,0,None,Shed,400,6,2006,WD,Normal,,2.0,50,1,0,1,0,0,1,1,0,2399.0,323
2754,190,RL,94.0,22136,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,5,1925,1975,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,1,CBlock,2,3,2,6,1018.0,1,0.0,1153.0,2171.0,GasA,190,Y,SBrkr,1392,1248,0,2640,2.0,0.0,2,1,5,1,2,10,3,1,4,Attchd,1977.0,2,3.0,1008.0,3,3,190,631,48,148,0,0,0,0,None,None,0,7,2006,WD,Normal,,4.5,81,1,0,1,0,1,1,1,1,4811.0,196
2755,50,RL,50.0,7500,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,784.0,784.0,GasA,50,Y,FuseA,900,412,0,1312,0.0,0.0,1,1,3,1,2,6,7,0,0,Detchd,1953.0,1,2.0,649.0,3,3,50,0,28,0,0,0,0,0,None,None,0,10,2006,WD,Normal,,1.5,59,1,0,1,0,1,1,1,0,2096.0,28
2756,30,RL,60.0,10410,Pave,Grvl,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,3,PConc,2,3,1,1,0.0,1,0.0,713.0,713.0,GasA,30,Y,SBrkr,713,0,0,713,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1936.0,1,1.0,371.0,2,2,30,0,75,161,0,0,0,0,None,None,0,10,2006,WD,Normal,,1.0,76,1,0,1,0,0,1,1,0,1426.0,236
